word,normalized_word,dataset,original_label,video_path,original_filename,signer,split,fps,resolution,duration,license,paper,repository,download_url,sha256,phash,quality_score,duplicate_status,review_status
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00127__Tea__session154__clip011.mp4,Tea__session154__clip011.mp4,User002,,30.0,854x480,3.133333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d7f162298a5075f4acbfa00b4178ccc89e13bcda045070e003cca112dca847c7,e7e7e7e7e7c38303,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00128__Thankyou__session128__clip004.mp4,Thankyou__session128__clip004.mp4,User002,,30.0,854x480,4.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d82aa7addba90224eba24ab2fa59e5000cf93eb89ba1a80869b965f4eda96038,e7e7e7e7c3c3c3c2,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00129__Today__session178__clip016.mp4,Today__session178__clip016.mp4,User002,,30.0,854x480,2.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f15958e51a57b0acebf5c90dbf6f9cbc93ee95fa8d8124e4bcc9e5f57b19cb7e,e7e7efe7e78b0303,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00130__Water__session158__clip023.mp4,Water__session158__clip023.mp4,User002,,30.0,854x480,1.866667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,659e85aae099e977f050555537c46f51097aad625209f56c293327edf307e496,f7e7e7e7c3c3c383,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00131__What__session159__clip025.mp4,What__session159__clip025.mp4,User002,,30.0,854x480,2.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,3384e512d9bd7f9658c057c44ad9364a324eccb41303cc11f6791f228365d3cf,e7e7f7e7c7c3c3c3,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00132__Where__session174__clip001.mp4,Where__session174__clip001.mp4,User002,,30.0,854x480,3.6,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,afe1df1c800edfcc533c0849732f9fb496370029ba9bd6ca14f06d119af4b398,e7e7efe787838383,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00133__Yes__session140__clip009.mp4,Yes__session140__clip009.mp4,User002,,30.0,854x480,5.0,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b03559977149d5f635a99212fdb5f172e655bde97fc3fbec9618bb888c5f62fc,ffe7e7e7e7c38383,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00134__You__session140__clip011.mp4,You__session140__clip011.mp4,User002,,30.0,854x480,4.133333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,faa78813a5e124475d8ca6396e96936945d33b25b131956741162457bad927c2,ffe7e7e7e7c3c383,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00135__Drink__session101__clip004.mp4,Drink__session101__clip004.mp4,User003,,30.0,854x480,5.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,607e1a58855b116bc9c9f7718f0834132f462330f633ac8be530661bc33a1896,e6e6e6fec6c00000,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00136__Eat__session132__clip022.mp4,Eat__session132__clip022.mp4,User003,,30.0,854x480,6.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ee56254d4fe959ec005d97662341392589aac4b97922f8f0f55abb71b63fd02a,e7e7e7e7e7e74343,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00137__Father__session171__clip018.mp4,Father__session171__clip018.mp4,User003,,30.0,854x480,6.1,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,0df01057c1d390918ed7055c25d25c7aa05c98189af5a01b12c9f5812d0d1467,e4e6f6d6d4c0c080,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00138__Food__session171__clip019.mp4,Food__session171__clip019.mp4,User003,,30.0,854x480,5.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,fa7ccbaf1247f56fdf8912dee0377c11bf59689b8da5edee15b34abc5c3e4f07,e4e4f4f4e4e0e0e0,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00139__Friend__session104__clip030.mp4,Friend__session104__clip030.mp4,User003,,30.0,854x480,6.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b7c9d7162007959832b47a25efea2b8a69f1b11e931811805ae5dc4b33818a8f,e6e6f6f6e0e0e060,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00140__Go__session10__clip004.mp4,Go__session10__clip004.mp4,User003,,30.0,854x480,7.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,81c2b166cdd34c801363a291f8bdd67d5a1eb6e30d145df04ea7b912a7e7d3b4,f3fbfbf3e3e1c1c1,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00141__Hello__session13__clip003.mp4,Hello__session13__clip003.mp4,User003,,30.0,854x480,7.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a8db07120f2491e4511e07b34a46a8f7b562b5d9a7efeaf12167cb0b541fb5aa,f7f7f7f7c3c1c181,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00142__Help__session136__clip019.mp4,Help__session136__clip019.mp4,User003,,30.0,854x480,5.8,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,2bf6e27033555cd241af32eb98a3badf21dc9a091fbaa9fba64443df29e32617,e7e7e7e7e7674343,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00143__He__session10__clip027.mp4,He__session10__clip027.mp4,User003,,30.0,854x480,9.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,8466eb0c65cf98e243e1787690f3b9f9b87513fe04d7aef4d2adc226a0e1ca4e,e7f7f7f7c3c3c3c1,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00144__Market__session111__clip008.mp4,Market__session111__clip008.mp4,User003,,30.0,854x480,7.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,900c742ed01b35b6e9ea82406022b6eb0e1cf6edec147a128630e31000a66e4b,e6e6fefef4c0c040,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00145__Mother__session107__clip029.mp4,Mother__session107__clip029.mp4,User003,,30.0,854x480,8.366667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5210b78766272f77f8b166fa410ca9e14f43eda43ab1f79c3c9635ce276705dd,e6e6eefee4e0c040,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00146__No__session107__clip008.mp4,No__session107__clip008.mp4,User003,,30.0,854x480,6.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,9e752ac5ddc07fceb4b26a9b787efdaea0614b4033470801c48d94bc342aa06c,e6e6f6fecec0c000,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00147__Please__session111__clip009.mp4,Please__session111__clip009.mp4,User003,,30.0,854x480,6.333333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d8987e1f83ee85e09a52494f1a9c15dc3f52f6f74e43ee9e0936ad754ae3caf0,e6e6eefefcc0c040,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00148__School__session100__clip010.mp4,School__session100__clip010.mp4,User003,,30.0,854x480,7.1,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a4e7d307e2dbc3727238316d231bf8e161d73d83e1e5acc19b1a0927385d50ae,e6e6fefef6e04000,1.0,unique,accepted
she,she,ISL500,she,ISL_DATASET\she\she__ISL500__00149__She__session102__clip021.mp4,She__session102__clip021.mp4,User003,,30.0,854x480,6.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,455522543edef2afcd980c1253d9ed9007c164ccc464f1e42cedf007c879285e,e6e6eeeef4c0c040,1.0,unique,accepted
sister,sister,ISL500,sister,ISL_DATASET\sister\sister__ISL500__00150__Sister__session104__clip029.mp4,Sister__session104__clip029.mp4,User003,,30.0,854x480,7.2,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1b486ee413a3dd673aad191383eaa420c74d597f0aba03b14aa8d82dc0feb25c,f2f2f6f6ac808080,1.0,unique,accepted
sit,sit,ISL500,sit,ISL_DATASET\sit\sit__ISL500__00151__Sit__session136__clip004.mp4,Sit__session136__clip004.mp4,User003,,30.0,854x480,6.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d423fab13c394212c12d2fd12473dba117f85d61cd718a716c5d5c256ed88522,e7e7e7e7c7434303,1.0,unique,accepted
student,student,ISL500,student,ISL_DATASET\student\student__ISL500__00152__Student__session103__clip003.mp4,Student__session103__clip003.mp4,User003,,30.0,854x480,6.2,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,49a6f82ea534a449bff02a9377f2c9736cf2c883cd473ed9045e4d8f55d51857,e6e6f6f6dcc0c0c0,1.0,unique,accepted
teacher,teacher,ISL500,teacher,ISL_DATASET\teacher\teacher__ISL500__00153__Teacher__session113__clip020.mp4,Teacher__session113__clip020.mp4,User003,,30.0,854x480,4.8,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,0ca0a153d8cfcde0112839df742951ed8f41d833b0061fc8a001850188cb24ed,e6e6eefee4e0c040,1.0,unique,accepted
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00154__Tea__session161__clip000.mp4,Tea__session161__clip000.mp4,User003,,30.0,854x480,5.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5c5ae50586a4615645afde9a4c13ff3b7332d2d1b82101007e000c5897b50f1b,e4e6e6e4e4e0c0c0,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00155__Thankyou__session106__clip006.mp4,Thankyou__session106__clip006.mp4,User003,,30.0,854x480,5.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,965c6868e893f8b59f3b1d6885cfe21b2ff71992b134b943b0ccb375a1ba1313,e6e6fefef4e0c040,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00156__Today__session140__clip000.mp4,Today__session140__clip000.mp4,User003,,30.0,854x480,6.733333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,e744923fcd0fee3156a52b1f9172fc8b2dfaa663da131060cc5666876cdc5f9d,e3e3e7f7c7c38383,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00157__Water__session102__clip018.mp4,Water__session102__clip018.mp4,User003,,30.0,854x480,6.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,7058340299829ae5ff0d01813e6d9f32c56f2235285a00a6d20359f2c04bf02d,e6e6f6dec68080c0,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00158__What__session148__clip007.mp4,What__session148__clip007.mp4,User003,,30.0,854x480,4.833333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,97f8a25ba260aaef7fa8b8eb95e5802bb46afcb4524ad630b4b6363e415a59e9,e7e7e7f7f7636343,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00159__Where__session131__clip015.mp4,Where__session131__clip015.mp4,User003,,30.0,854x480,6.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d589ec4c6ad38497ccf4619aab743f84a58447043aa63b9ebb98c19be7bae2de,e7e7e7e7e7474343,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00160__Yes__session114__clip001.mp4,Yes__session114__clip001.mp4,User003,,30.0,854x480,5.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,91195d0d3d8bce6e4d3b32ffb2edff95a29f98b441c5f1669d0cda205a809e5b,e6e6fefec4c0c000,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00161__You__session111__clip000.mp4,You__session111__clip000.mp4,User003,,30.0,854x480,5.866667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,39749352bfebe4d88b1fde9837f1a89a7248e387dc455afe1ecb56bb4909f3fd,e6e6fefcf4e0c040,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00162__Drink__session100__clip019.mp4,Drink__session100__clip019.mp4,User004,,30.0,854x480,2.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,dbf170e9f80172afa9b2735c2cffd55f936ef883a11242cbce5ef32338e4abe5,fff3d3b7370383c1,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00163__Eat__session110__clip005.mp4,Eat__session110__clip005.mp4,User004,,30.0,854x480,3.1,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5f40a7d95169f979e9d65d20279f8da90098f1bbd3a132a99916e907d129ddc5,f7e7f7f7f7c3c140,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00164__Father__session112__clip027.mp4,Father__session112__clip027.mp4,User004,,30.0,854x480,3.333333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,4486807d64f867e1ba15525f7814cdee27a711cbedbb63e98b44d2ccecaeff47,ffe7e7f7e7e3c301,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00165__Food__session10__clip004.mp4,Food__session10__clip004.mp4,User004,,30.0,854x480,4.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5d8b0760a6120fd8f1d713157a0d9e5e0d3d3ca6300962416ba712a2768efb79,27e7ffffc3c3c3c3,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00166__Friend__session10__clip007.mp4,Friend__session10__clip007.mp4,User004,,30.0,854x480,3.966667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,acaa044ed55ba4464a98f0eda85086d1dc757349600acd5f31cbd730cb90660f,03e7eff7f3d38b81,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00167__Go__session103__clip023.mp4,Go__session103__clip023.mp4,User004,,30.0,854x480,2.466667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,3c6fb4521a17eed3b91b3850554bc5898b52215452040be9b20c3e1f146e92cf,ffe7f7f7a7830303,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00168__Hello__session106__clip018.mp4,Hello__session106__clip018.mp4,User004,,30.0,854x480,2.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5a765e322503c626b16a88474b3129aa05dd30f7d4c940506ef8d85ba176ed10,ffe7e7ffc7c38301,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00169__Help__session105__clip013.mp4,Help__session105__clip013.mp4,User004,,30.0,854x480,2.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,2bdebea209068f1d3313a884f9af6171edb3a6e8124a26a8fa12a2d416956eb4,fff7e7f7f7c74200,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00170__He__session112__clip014.mp4,He__session112__clip014.mp4,User004,,30.0,854x480,3.1,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1004fbd80687055b9c422a823b3a2de39cdae74abb5a6e7bfdd504cebf09b4f0,ffe7e7e7e7e3c340,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00171__Market__session114__clip017.mp4,Market__session114__clip017.mp4,User004,,30.0,854x480,3.466667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ab125b3184685fef77ad88c55eb582ddd4ea81fc1e2eec3e0813ccdb76047341,f7e7f7f7e7c3c140,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00172__Mother__session100__clip017.mp4,Mother__session100__clip017.mp4,User004,,30.0,854x480,2.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,02526042f0fc9a989dca26338e4aff82006b6d2aa2984a9a762b0716650930c2,f7e7f7d7d7c38381,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00173__No__session110__clip018.mp4,No__session110__clip018.mp4,User004,,30.0,854x480,2.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,700732bd9a512a0413fd6f2698cce9fea58352136f7eaaba76f06ed7cf362a23,ffe7f7f7f7c3c100,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00174__Please__session107__clip001.mp4,Please__session107__clip001.mp4,User004,,30.0,854x480,2.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,4cfd9cf3cfc90bbc6059a0aaa2ccc69450bcdd603b272f55e161c875a5349cea,ffe7e7f7e7c3c340,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00175__School__session104__clip020.mp4,School__session104__clip020.mp4,User004,,30.0,854x480,2.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,8b89deae04167afeb29f97c6d66b107b8cf217bc6a3ce0ccc6ac7c7ccc37ea1f,ffe7e7f7e7c3c340,1.0,unique,accepted
she,she,ISL500,she,ISL_DATASET\she\she__ISL500__00176__She__session109__clip012.mp4,She__session109__clip012.mp4,User004,,30.0,854x480,3.133333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,700ce343f72939a20d59c259cc2161aba27ec3988a9e5d89ca2c4e7e0c1436b2,ffe7e7f7e7c3c340,1.0,unique,accepted
sister,sister,ISL500,sister,ISL_DATASET\sister\sister__ISL500__00177__Sister__session108__clip018.mp4,Sister__session108__clip018.mp4,User004,,30.0,854x480,3.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,993758436fafec42aa5a3edfd7ce36f52170aee6d148e4baafa485e2882fb50b,fff7f7f7f7434341,1.0,unique,accepted
sit,sit,ISL500,sit,ISL_DATASET\sit\sit__ISL500__00178__Sit__session111__clip014.mp4,Sit__session111__clip014.mp4,User004,,30.0,854x480,2.6,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,e3b21c4047c3ec0abdbe91c7472aad5627d5916b4f2a9482612f21afde870cd8,ffe7e7f7f7e3c300,1.0,unique,accepted
student,student,ISL500,student,ISL_DATASET\student\student__ISL500__00179__Student__session100__clip027.mp4,Student__session100__clip027.mp4,User004,,30.0,854x480,2.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d070c0931a17c491f6ecb25782380e091630343ae4401fdb1b2e4d89699bc158,fff3f7f7f7c3c101,1.0,unique,accepted
teacher,teacher,ISL500,teacher,ISL_DATASET\teacher\teacher__ISL500__00180__Teacher__session108__clip024.mp4,Teacher__session108__clip024.mp4,User004,,30.0,854x480,3.466667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c9a8da554fba254ac48516ae1f09166fca88036f713f5d2ac3f0c0df8e8e1e6b,fff7e7f7f7c34300,1.0,unique,accepted
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00181__Tea__session111__clip002.mp4,Tea__session111__clip002.mp4,User004,,30.0,854x480,2.766667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,9d5411d4f859ed881dcd1f31aebaf435f7175273f76067b8d7b950739d6a2b10,ffe7f7f7e7c3c300,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00182__Thankyou__session104__clip023.mp4,Thankyou__session104__clip023.mp4,User004,,30.0,854x480,2.333333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,94623c61ad2f7223d698ae4a79aad16179ff8db33cf46ab61dcdb9753c7ccfbf,ffe7e7f7e7c34300,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00183__Today__session107__clip021.mp4,Today__session107__clip021.mp4,User004,,30.0,854x480,3.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,00fd9bec685b0d3cc8475014ab2caf90a3eaf959dbff6250b17cd5d16bfbdeab,fff7f7f7e7c3c301,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00184__Water__session121__clip007.mp4,Water__session121__clip007.mp4,User004,,30.0,854x480,3.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,936222674d87cdb6329b2280500c3c84c1d148b359e2997f9eb3ab5515bc0a1f,f7e7f7f7e7c38301,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00185__What__session108__clip025.mp4,What__session108__clip025.mp4,User004,,30.0,854x480,3.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,80b3a409578398d853a6238b92efa3a4d148de6a4b1f4788840353d297063e8a,ffe7e7f7e7c3c340,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00186__Where__session108__clip007.mp4,Where__session108__clip007.mp4,User004,,30.0,854x480,2.933333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5ae731af79d1c949b2ca1c1aa34cc8ff57e2f8e70022c67c3e221617cf7b5b99,fff7f7f7f7c3c340,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00187__Yes__session105__clip015.mp4,Yes__session105__clip015.mp4,User004,,30.0,854x480,2.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b2f24e69a195f2d86e91f3cbfaedd330b55431d2c5427f244b0e2975b422b92c,ffe7e7f7e7c3c302,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00188__You__session110__clip020.mp4,You__session110__clip020.mp4,User004,,30.0,854x480,2.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,70ab25793ab03bac66cbc05dd41ffafc5a2a92dfccdd53ca76c93cee959774fc,ffe7e7f7f7c34300,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00189__Drink__session121__clip012.mp4,Drink__session121__clip012.mp4,User005,,30.0,854x480,4.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,04116ecd9df0fb676948224cc66e85fe05991a5f2b7a80dbd383e567b3422b75,ffe7f7f7e7c34141,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00190__Eat__session135__clip033.mp4,Eat__session135__clip033.mp4,User005,,30.0,854x480,4.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f68b98cbc1e2648074d4b33dfe01a0332750897c7f8841b110d3acb48d2ac682,ffe7e7f7e7c3c2c0,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00191__Father__session121__clip018.mp4,Father__session121__clip018.mp4,User005,,30.0,854x480,4.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,627592c58071d0c67f4af3a5c146e1351df0330a776cf664478572f79fb04525,fff7f7f7c7c3c141,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00192__Food__session116__clip015.mp4,Food__session116__clip015.mp4,User005,,30.0,854x480,4.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b51cbeffafa529c539bd0dfa1bc8b54fc253e90397a1874cdb413bbaa1a3c702,ffe7e7f7e7c3c341,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00193__Friend__session165__clip015.mp4,Friend__session165__clip015.mp4,User005,,30.0,854x480,4.8,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,1e62a874c3ddee8b550ef1c7a1721249cd0d27d8b92aec75ac2d9ade65ee0d2a,fffff7e7f7e6c2c0,1.0,unique,accepted
